time,200,403
2018-10-02 15:49:07,0,0
2018-10-02 15:48:07,0,0
2018-10-02 15:47:07,0,0
2018-10-02 15:46:07,0,0
2018-10-02 15:45:07,0,0
2018-10-02 15:44:07,0,0
2018-10-02 15:43:07,0.016666666666666666,0
2018-10-02 15:42:07,0,0.016666666666666666
2018-10-02 15:41:07,0,0
2018-10-02 15:40:07,0,0
2018-10-02 15:39:07,0,0
2018-10-02 15:38:07,0,0
2018-10-02 15:37:07,0,0
2018-10-02 15:36:07,0,0
2018-10-02 15:35:07,0,0
2018-10-02 15:34:07,0,0
2018-10-02 15:33:07,0,0
2018-10-02 15:32:07,0,0
2018-10-02 15:31:07,0,0
2018-10-02 15:30:07,0,0
2018-10-02 15:29:07,0,0
2018-10-02 15:28:07,0,0
2018-10-02 15:27:07,0,0
2018-10-02 15:26:07,0,0
2018-10-02 15:25:07,0,0
2018-10-02 15:24:07,0,0
2018-10-02 15:23:07,0,0
2018-10-02 15:22:07,0,0
2018-10-02 15:21:07,0,0
2018-10-02 15:20:07,0,0
2018-10-02 15:19:07,0,0
2018-10-02 15:18:07,0,0
2018-10-02 15:17:07,0,0
2018-10-02 15:16:07,0,0
2018-10-02 15:15:07,0,0
2018-10-02 15:14:07,0,0
2018-10-02 15:13:07,0,0
2018-10-02 15:12:07,0,0
2018-10-02 15:11:07,0,0
2018-10-02 15:10:07,0,0
2018-10-02 15:09:07,0,0
2018-10-02 15:08:07,0,0
2018-10-02 15:07:07,0,0
2018-10-02 15:06:07,0,0
2018-10-02 15:05:07,0,0
2018-10-02 15:04:07,0,0
2018-10-02 15:03:07,0,0
2018-10-02 15:02:07,0,0
2018-10-02 15:01:07,0,0
2018-10-02 15:00:07,0,0
2018-10-02 14:59:07,0,0
2018-10-02 14:58:07,0,0
2018-10-02 14:57:07,0,0
2018-10-02 14:56:07,0,0
2018-10-02 14:55:07,0,0
2018-10-02 14:54:07,0,0
2018-10-02 14:53:07,0,0
2018-10-02 14:52:07,0,0
2018-10-02 14:51:07,0,0
2018-10-02 14:50:07,0,0
